"","FacName","CDName","FacAddress","Borough","ZipCode","Lon","Lat","FT_Decode"
"795","PS 196","BRONX COMMUNITY DISTRICT 9","1250 Ward Ave","BX",10472,-73.87730936,"40.83081129","Elementary School - Public"
"796","PS 211","BRONX COMMUNITY DISTRICT 6","1919 Prospect Ave","BX",10457,-73.89014868,"40.84370517","Elementary School - Public"
"797","PS 212","BRONX COMMUNITY DISTRICT 3","1180 Tinton Ave","BX",10456,-73.90012528,"40.82840149","Elementary School - Public"
"798","PS 214","BRONX COMMUNITY DISTRICT 6","1970 W Farms Rd","BX",10460,-73.87988506,"40.83923478","Elementary School - Public"
"799","SCHOOL OF PERFORMING ARTS","BRONX COMMUNITY DISTRICT 2","977 Fox St","BX",10459,-73.89439377,"40.82197648","Middle School - Public"
"800","MOTT HALL V","BRONX COMMUNITY DISTRICT 9","1551 E 172 St","BX",10472,-73.87819157,"40.83250846","Junior/Senior High School - Public"
"801","FREDERICK DOUGLASS ACAD V MIDDLE SCH","BRONX COMMUNITY DISTRICT 6","2111 Crotona Ave","BX",10457,-73.88898008,"40.84875431","Middle School - Public"
"802","FANNIE LOU HAMER MIDDLE SCHOOL","BRONX COMMUNITY DISTRICT 3","1001 Jennings St","BX",10460,-73.88654081,"40.83149045","Middle School - Public"
"803","SCHOOL OF SCIENCE & APPLIED LRNG","BRONX COMMUNITY DISTRICT 6","2050 Prospect Ave","BX",10457,-73.88672186,"40.84612817","Elementary School - Public"
"804","FAIRMONT NEIGHBORHOOD SCHOOL","BRONX COMMUNITY DISTRICT 3","1550 Vyse Ave","BX",10460,-73.88699515,"40.8341862","Other School - Public"
"805","KAPPA III","BRONX COMMUNITY DISTRICT 6","2055 Mapes Ave","BX",10460,-73.88672186,"40.84612817","Middle School - Public"
"806","IS 318 MATH, SCIENCE & TECH THRO ART","BRONX COMMUNITY DISTRICT 6","1919 Prospect Ave","BX",10457,-73.89014868,"40.84370517","Middle School - Public"
"807","ACCION ACADEMY","BRONX COMMUNITY DISTRICT 6","1825 Prospect Ave","BX",10457,-73.89109025,"40.84256426","Middle School - Public"
"808","URBAN ASSEMBLY-WILDLIFE CONSERVATION","BRONX COMMUNITY DISTRICT 6","2024 Mohegan Ave","BX",10460,-73.88419589,"40.84377894","Junior/Senior High School - Public"
"809","EMOLIOR ACADEMY","BRONX COMMUNITY DISTRICT 6","1970 W Farms Rd","BX",10460,-73.87988506,"40.83923478","Middle School - Public"
"810","ENTRADA ACADEMY","BRONX COMMUNITY DISTRICT 2","977 Fox St","BX",10459,-73.89439377,"40.82197648","Middle School - Public"
"811","URBAN SCHOLARS COMMUNITY SCHOOL","BRONX COMMUNITY DISTRICT 3","1180 Tinton Ave","BX",10456,-73.90012528,"40.82840149","Elementary School - Public"
"812","ARCHER ELEMENTARY SCHOOL","BRONX COMMUNITY DISTRICT 9","1827 Archer St","BX",10460,-73.86605269,"40.83822596","Elementary School - Public"
"813","PS 536","BRONX COMMUNITY DISTRICT 9","1827 Archer St","BX",10460,-73.86605269,"40.83822596","Elementary School - Public"
"814","METROPOLITAN HIGH SCHOOL (THE)","BRONX COMMUNITY DISTRICT 2","1180 Rev J A Polite Ave","BX",10459,-73.89692875,"40.82753958","High School - Public"
"815","EXPLORATIONS ACADEMY","BRONX COMMUNITY DISTRICT 3","1619 Boston Rd","BX",10460,-73.89059104,"40.83624546","High School - Public"
"816","PERFORMANCE CONSERVATORY HS","BRONX COMMUNITY DISTRICT 3","1619 Boston Rd","BX",10460,-73.89059104,"40.83624546","High School - Public"
"817","BRONX LATIN SCHOOL","BRONX COMMUNITY DISTRICT 3","800 Home St","BX",10456,-73.90060059,"40.82709541","Junior/Senior High School - Public"
"818","EAST BRONX ACADEMY FOR THE FUTURE","BRONX COMMUNITY DISTRICT 3","1716 Southern Blvd","BX",10460,-73.88768816,"40.83681906","Junior/Senior High School - Public"
"819","PEACE AND DIVERSITY ACADEMY","BRONX COMMUNITY DISTRICT 2","1180 Rev J A Polite Ave","BX",10459,-73.89692875,"40.82753958","High School - Public"
"820","PAN AMERICAN INTERNATIONAL HS-MONROE","BRONX COMMUNITY DISTRICT 9","1300 Boynton Ave","BX",10472,-73.87819157,"40.83250846","High School - Public"
"821","ARTURO A SCHOMBURG SATTELLITE-BRONX","BRONX COMMUNITY DISTRICT 2","1010 Rev J A Polite Ave","BX",10459,-73.89835916,"40.8231246","High School - Public"
"822","CINEMA SCHOOL (THE)","BRONX COMMUNITY DISTRICT 9","1551 E 172 St","BX",10472,-73.87819157,"40.83250846","High School - Public"
"823","BRONX CAREER AND COLLEGE PREP HS","BRONX COMMUNITY DISTRICT 3","800 Home St","BX",10456,-73.90060059,"40.82709541","High School - Public"
"824","BRONX REGIONAL HIGH SCHOOL","BRONX COMMUNITY DISTRICT 2","1010 Rev J A Polite Ave","BX",10459,-73.89835916,"40.8231246","High School - Public"
"825","BRONX ENVISION ACADEMY","BRONX COMMUNITY DISTRICT 3","1619 Boston Rd","BX",10460,-73.89059104,"40.83624546","High School - Public"
"826","METROPOLITAN SOUNDVIEW HIGH (THE)","BRONX COMMUNITY DISTRICT 9","1300 Boynton Ave","BX",10472,-73.87819157,"40.83250846","High School - Public"
"827","HIGH SCHOOL OF WORLD CULTURES","BRONX COMMUNITY DISTRICT 9","1300 Boynton Ave","BX",10472,-73.87819157,"40.83250846","High School - Public"
"828","FANNIE LOU HAMER FREEDOM HS","BRONX COMMUNITY DISTRICT 3","1021 Jennings St","BX",10460,-73.88579329,"40.83120426","High School - Public"
"829","WINGS ACADEMY","BRONX COMMUNITY DISTRICT 6","1122 E 180 St","BX",10460,-73.87527682,"40.84137076","High School - Public"
"830","MONROE ACAD FOR BUSINESS/LAW","BRONX COMMUNITY DISTRICT 9","1300 Boynton Ave","BX",10472,-73.87819157,"40.83250846","High School - Public"
"831","BRONX LITTLE SCHOOL","BRONX COMMUNITY DISTRICT 9","1827 Archer St","BX",10460,-73.86605269,"40.83822596","Elementary School - Public"
"832","MONROE ACAD FOR VISUAL ARTS & DESIGN","BRONX COMMUNITY DISTRICT 9","1300 Boynton Ave","BX",10472,-73.87819157,"40.83250846","High School - Public"
"833","BRONX LIGHTHOUSE CHARTER SCHOOL","BRONX COMMUNITY DISTRICT 2","1001 Intervale Ave","BX",10459,-73.89739069,"40.8232198","Junior/Senior High School - Public Charter"
"834","SOUTH BRONX CLASSICAL CHARTER SCHOOL","BRONX COMMUNITY DISTRICT 2","977 Fox St","BX",10459,-73.89439377,"40.82197648","Elementary School - Public Charter"
"835","DR R IZQUIERDO HEALTH/SCIENCE CHARTE","BRONX COMMUNITY DISTRICT 3","800 Home St","BX",10456,-73.90060059,"40.82709541","Middle School - Public Charter"
"836","ROADS CHARTER SCHOOL II","BRONX COMMUNITY DISTRICT 2","1010 Rev James Polite Ave","BX",10459,-73.89835916,"40.8231246","High School - Public Charter"
"837","CHILDREN'S AID COLLEGE PREP CHARTER","BRONX COMMUNITY DISTRICT 6","1919 Prospect Ave","BX",10457,-73.89014868,"40.84370517","Elementary School - Public Charter"
"838","PS 8 ROBERT FULTON","BROOKLYN COMMUNITY DISTRICT 2","37 Hicks St","BK",11201,-73.99284112,"40.70070974","Elementary School - Public"
"839","PS 9 TEUNIS G BERGEN","BROOKLYN COMMUNITY DISTRICT 8","80 Underhill Ave","BK",11238,-73.96632657,"40.67854925","Elementary School - Public"
"840","PS 11 PURVIS J BEHAN","BROOKLYN COMMUNITY DISTRICT 2","419 Waverly Ave","BK",11238,-73.96589379,"40.68589414","Elementary School - Public"
"841","PS 20 CLINTON HILL","BROOKLYN COMMUNITY DISTRICT 2","225 Adelphi St","BK",11205,-73.97089636,"40.69075376","Elementary School - Public"
"842","PS 44 MARCUS GARVEY","BROOKLYN COMMUNITY DISTRICT 3","432 Monroe St","BK",11221,-73.9408592,"40.68621062","Elementary School - Public"
"843","PS 46 EDWARD C BLUM","BROOKLYN COMMUNITY DISTRICT 2","100 Clermont Ave","BK",11205,-73.9716484,"40.69453624","Elementary School - Public"
"844","PS 54 SAMUEL C BARNES","BROOKLYN COMMUNITY DISTRICT 3","195 Sanford St","BK",11205,-73.95250468,"40.69261408","Elementary School - Public"
"845","PS 56 LEWIS H LATIMER","BROOKLYN COMMUNITY DISTRICT 2","170 Gates Ave","BK",11238,-73.96053669,"40.68428124","Elementary School - Public"
"846","PS 67 CHARLES A DORSEY","BROOKLYN COMMUNITY DISTRICT 2","51 St Edwards St","BK",11205,-73.97768847,"40.69526218","Elementary School - Public"
"847","PS 93 WILLIAM H PRESCOTT","BROOKLYN COMMUNITY DISTRICT 3","31 New York Ave","BK",11216,-73.94638167,"40.67907966","Elementary School - Public"
"848","SATELLITE THREE","BROOKLYN COMMUNITY DISTRICT 2","170 Gates Ave","BK",11238,-73.96053669,"40.68428124","Intermediate/Junior High School - Public"
"849","MS 113 RONALD EDMONDS LEARNING CTR","BROOKLYN COMMUNITY DISTRICT 2","300 Adelphi St","BK",11205,-73.97147418,"40.68874198","Middle School - Public"
"850","PS 133 WILLIAM A BUTLER","BROOKLYN COMMUNITY DISTRICT 6","610 Baltic St","BK",11217,-73.9806968,"40.68014453","Elementary School - Public"
"851","PS 256 BENJAMIN BANNEKER","BROOKLYN COMMUNITY DISTRICT 3","114 Kosciusko St","BK",11216,-73.94961415,"40.6905927","Elementary School - Public"
"852","DR SUSAN S MCKINNEY SEC SCH-ARTS","BROOKLYN COMMUNITY DISTRICT 2","101 Park Ave","BK",11205,-73.97610827,"40.69717497","Junior/Senior High School - Public"
"853","MS 266 PARK PLACE COMMUNITY MS","BROOKLYN COMMUNITY DISTRICT 6","62 Park Pl","BK",11217,-73.97665204,"40.67880982","Middle School - Public"
"854","PS 270 JOHANN DEKALB","BROOKLYN COMMUNITY DISTRICT 2","241 Emerson Pl","BK",11205,-73.96113835,"40.69127513","Elementary School - Public"
"855","PS 282 PARK SLOPE","BROOKLYN COMMUNITY DISTRICT 6","180 6 Ave","BK",11217,-73.97798672,"40.6766472","Elementary School - Public"
"856","PS 287 BAILEY K ASHFORD","BROOKLYN COMMUNITY DISTRICT 2","50 Navy St","BK",11201,-73.98112083,"40.69785111","Elementary School - Public"
"857","SATELLITE EAST MIDDLE SCHOOL","BROOKLYN COMMUNITY DISTRICT 3","344 Monroe St","BK",11216,-73.94573097,"40.68565309","Middle School - Public"
"858","PS 305 DR PETER RAY","BROOKLYN COMMUNITY DISTRICT 3","344 Monroe St","BK",11216,-73.94573097,"40.68565309","Elementary School - Public"
"859","PS 307 DANIEL HALE WILLIAMS","BROOKLYN COMMUNITY DISTRICT 2","209 York St","BK",11201,-73.9817112,"40.70176799","Elementary School - Public"
"860","SATELLITE WEST MIDDLE SCHOOL","BROOKLYN COMMUNITY DISTRICT 2","209 York St","BK",11201,-73.9817112,"40.70176799","Middle School - Public"
"861","URBAN ASSEMBLY UNISON SCHOOL (THE)","BROOKLYN COMMUNITY DISTRICT 2","170 Gates Ave","BK",11238,-73.96053669,"40.68428124","Intermediate/Junior High School - Public"
"862","MS 596 PEACE ACADEMY","BROOKLYN COMMUNITY DISTRICT 3","300 Willoughby Ave","BK",11205,-73.958181,"40.69199322","Middle School - Public"
"863","FORT GREEN PREPARATORY ACADEMY","BROOKLYN COMMUNITY DISTRICT 2","100 Clermont Ave","BK",11205,-73.9716484,"40.69453624","Middle School - Public"
"864","URBAN ASSEMBLY SCH-MUSIC & ART","BROOKLYN COMMUNITY DISTRICT 2","49 Flatbush Ave Ext","BK",11201,-73.98451812,"40.69733835","High School - Public"
"865","BROOKLYN COMM HS-COMM, ARTS, MEDIA","BROOKLYN COMMUNITY DISTRICT 3","300 Willoughby Ave","BK",11205,-73.958181,"40.69199322","High School - Public"
"866","SCIENCE SKILLS CENTER HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 2","49 Flatbush Ave Ext","BK",11201,-73.98451812,"40.69733835","High School - Public"
"867","BROOKLYN TECH HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 2","29 Ft Greene Pl","BK",11217,-73.97643576,"40.68890779","High School - Public"
"868","BROOKLYN INTNTL HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 2","49 Flatbush Ave Ext","BK",11201,-73.98451812,"40.69733835","High School - Public"
"869","URBAN ASSMBLY SCH-LAW & JSTCE","BROOKLYN COMMUNITY DISTRICT 2","283 Adams St","BK",11201,-73.98832325,"40.69462697","High School - Public"
"870","URBAN ASSEMBLY ACAD OF ARTS, LETTERS","BROOKLYN COMMUNITY DISTRICT 2","225 Adelphi St","BK",11205,-73.97089636,"40.69075376","Elementary School - Public"
"871","ACORN COMMUNITY HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 8","561 Grand Ave","BK",11238,-73.96165049,"40.67858622","High School - Public"
"872","URBAN ASSEMBLY INST OF MATH AND SCIE","BROOKLYN COMMUNITY DISTRICT 2","283 Adams St","BK",11201,-73.98832325,"40.69462697","Junior/Senior High School - Public"
"873","BROOKLYN ACADEMY HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 3","832 Marcy Ave","BK",11216,-73.94787713,"40.68465224","High School - Public"
"874","BEDFORD STUYVESANT PREP HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 3","832 Marcy Ave","BK",11216,-73.94787713,"40.68465224","High School - Public"
"875","BEDFORD ACADEMY HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 3","1119 Bedford Ave","BK",11216,-73.9539557,"40.6853822","High School - Public"
"876","GEORGE WESTINGHOUSE CAREER/TECH HS","BROOKLYN COMMUNITY DISTRICT 2","105 Johnson St","BK",11201,-73.98565452,"40.69542814","High School - Public"
"877","BROOKLYN HS-LEADERSHIP & COMMUNITY","BROOKLYN COMMUNITY DISTRICT 3","300 Willoughby Ave","BK",11205,-73.958181,"40.69199322","High School - Public"
"878","BENJAMIN BANNEKER ACADEMY","BROOKLYN COMMUNITY DISTRICT 2","71-77 Clinton Ave","BK",11205,-73.96877028,"40.69539186","High School - Public"
"879","CITY POLYTECHNIC HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 2","105 Johnson St","BK",11201,-73.98565452,"40.69542814","High School - Public"
"880","COMMUNITY PARTNERSHIP CHARTER","BROOKLYN COMMUNITY DISTRICT 2","241 Emerson Pl","BK",11205,-73.96113835,"40.69127513","Elementary School - Public Charter"
"881","COMMUNITY ROOTS CHARTER SCHOOL","BROOKLYN COMMUNITY DISTRICT 2","51 St Edwards St","BK",11205,-73.97768847,"40.69526218","Elementary School - Public Charter"
"882","LEADERSHIP PREP BEDFORD STUYVESANT","BROOKLYN COMMUNITY DISTRICT 3","141 Macon St","BK",11216,-73.94560421,"40.68191739","Elementary School - Public Charter"
"883","ACHIEVEMENT FIRST ENDEAVOR CHARTER","BROOKLYN COMMUNITY DISTRICT 2","510 Waverly Ave","BK",11238,-73.96594244,"40.68240006","Junior/Senior High School - Public Charter"
"884","BROOKLYN EAST COLLEGIATE CHARTER SCH","BROOKLYN COMMUNITY DISTRICT 8","80 Underhill Ave","BK",11238,-73.96632657,"40.67854925","Middle School - Public Charter"
"885","URBAN DOVE TEAM CHARTER SCHOOL","BROOKLYN COMMUNITY DISTRICT 3","600 Lafayette Ave","BK",11216,-73.95071472,"40.68957487","High School - Public Charter"
"886","BROOKLYN URBAN GARDEN CHARTER SCHOOL","BROOKLYN COMMUNITY DISTRICT 7","500 19 St","BK",11215,-73.98262471,"40.6561994","Other School - Public Charter"
"887","SUCCESS ACAD CHARTER SCH-FORT GREENE","BROOKLYN COMMUNITY DISTRICT 2","101 Park Ave","BK",11205,-73.97610827,"40.69717497","Other School - Public Charter"
"888","UNITY PREP CHARTER SCH OF BROOKLYN","BROOKLYN COMMUNITY DISTRICT 3","432 Monroe St","BK",11221,-73.9408592,"40.68621062","Other School - Public Charter"
"889","PS 16 LEONARD DUNKLY","BROOKLYN COMMUNITY DISTRICT 1","157 Wilson St","BK",11211,-73.96204946,"40.70606972","Elementary School - Public"
"890","PS 17 HENRY D WOODWORTH","BROOKLYN COMMUNITY DISTRICT 1","208 N 5 St","BK",11211,-73.95730065,"40.71526576","Elementary School - Public"
"891","PS 18 EDWARD BUSH","BROOKLYN COMMUNITY DISTRICT 1","101 Maujer St","BK",11206,-73.94668073,"40.71086697","Elementary School - Public"
"892","PS 19 ROBERTO CLEMENTE","BROOKLYN COMMUNITY DISTRICT 1","325 S 3 St","BK",11211,-73.95467085,"40.71009088","Elementary School - Public"
"893","PS 23 CARTER G WOODSON","BROOKLYN COMMUNITY DISTRICT 3","545 Willoughby Ave","BK",11206,-73.9473574,"40.69443711","Elementary School - Public"
"894","PS 31 SAMUEL F DUPONT","BROOKLYN COMMUNITY DISTRICT 1","75 Meserole Ave","BK",11222,-73.95414344,"40.7269682","Elementary School - Public"
"895","PS 34 OLIVER H PERRY","BROOKLYN COMMUNITY DISTRICT 1","131 Norman Ave","BK",11222,-73.94976027,"40.72637899","Elementary School - Public"
"896","JHS 50 JOHN D WELLS","BROOKLYN COMMUNITY DISTRICT 1","183 S 3 St","BK",11211,-73.96013076,"40.71192091","Middle School - Public"
"897","PS 59 WILLIAM FLOYD","BROOKLYN COMMUNITY DISTRICT 3","211 Throop Ave","BK",11206,-73.94329057,"40.69761636","Elementary School - Public"
"898","PS 84 JOSE DE DIEGO","BROOKLYN COMMUNITY DISTRICT 1","250 Berry St","BK",11249,-73.96382992,"40.71509233","Elementary School - Public"
"899","PS 110 THE MONITOR","BROOKLYN COMMUNITY DISTRICT 1","124 Monitor St","BK",11222,-73.94196958,"40.72370468","Elementary School - Public"
"900","PS 120 CARLOS TAPIA","BROOKLYN COMMUNITY DISTRICT 4","18 Beaver St","BK",11206,-73.93790333,"40.70083045","Elementary School - Public"
"901","JOHN ERICSSON MIDDLE SCHOOL 126","BROOKLYN COMMUNITY DISTRICT 1","424 Leonard St","BK",11222,-73.9480732,"40.71992806","Middle School - Public"
"902","PS 132 THE CONSELYEA SCHOOL","BROOKLYN COMMUNITY DISTRICT 1","320 Manhattan Ave","BK",11211,-73.94566397,"40.71477229","Elementary School - Public"
"903","PS 147 ISSAC REMSEN","BROOKLYN COMMUNITY DISTRICT 1","325 Bushwick Ave","BK",11206,-73.93876865,"40.70501394","Elementary School - Public"
"904","PS 157 BENJAMIN FRANKLIN","BROOKLYN COMMUNITY DISTRICT 3","850 Kent Ave","BK",11205,-73.95999999,"40.69539738","Elementary School - Public"
"905","PS 196 TEN EYCK","BROOKLYN COMMUNITY DISTRICT 1","207 Bushwick Ave","BK",11206,-73.93938917,"40.70880479","Elementary School - Public"
"906","PS 250 GEORGE H LINDSEY","BROOKLYN COMMUNITY DISTRICT 1","108 Montrose Ave","BK",11206,-73.94565972,"40.70670817","Elementary School - Public"
"907","PS 257 JOHN F HYLAN","BROOKLYN COMMUNITY DISTRICT 1","60 Cook St","BK",11206,-73.94134223,"40.70276183","Elementary School - Public"
"908","PS 297 ABRAHAM STOCKTON","BROOKLYN COMMUNITY DISTRICT 3","700 Park Ave","BK",11206,-73.94817372,"40.69737164","Elementary School - Public"
"909","IS 318 EUGENO MARIA DE HOSTOS","BROOKLYN COMMUNITY DISTRICT 1","101 Walton St","BK",11206,-73.94877523,"40.70303436","Middle School - Public"
"910","PS 319","BROOKLYN COMMUNITY DISTRICT 1","360 Keap St","BK",11211,-73.95388485,"40.70962945","Elementary School - Public"
"911","PS 380 JOHN WAYNE ELEMENTARY","BROOKLYN COMMUNITY DISTRICT 1","370 Marcy Ave","BK",11206,-73.95370634,"40.70178758","Elementary School - Public"
"912","BROOKLYN ARBOR ELEMENTARY SCHOOL","BROOKLYN COMMUNITY DISTRICT 1","325 S 3 St","BK",11211,-73.95467085,"40.71009088","Elementary School - Public"
"913","CONSELYEA PREP SCHOOL","BROOKLYN COMMUNITY DISTRICT 1","208 N 5 St","BK",11211,-73.95730065,"40.71526576","Middle School - Public"
"914","MS 582","BROOKLYN COMMUNITY DISTRICT 1","207 Bushwick Ave","BK",11206,-73.93938917,"40.70880479","Middle School - Public"
"915","JUAN MOREL CAMPOS SECONDARY SCHOOL","BROOKLYN COMMUNITY DISTRICT 1","215 Heyward St","BK",11206,-73.95330807,"40.70399696","Junior/Senior High School - Public"
"916","FOUNDATIONS ACADEMY","BROOKLYN COMMUNITY DISTRICT 3","70 Tompkins Ave","BK",11206,-73.947572,"40.69669341","High School - Public"
"917","URBAN ASSEMBLY SCHOOL-URBAN ENVR","BROOKLYN COMMUNITY DISTRICT 3","70 Tompkins Ave","BK",11206,-73.947572,"40.69669341","Middle School - Public"
"918","BROOKLYN LATIN SCHOOL (THE)","BROOKLYN COMMUNITY DISTRICT 1","223 Graham Ave","BK",11206,-73.94446332,"40.70976252","High School - Public"
"919","GREEN SCHOOL-ENVIRONMENTAL CAREERS","BROOKLYN COMMUNITY DISTRICT 1","223 Graham Ave","BK",11206,-73.94446332,"40.70976252","High School - Public"
"920","PROGRESS HS-PROFESSIONAL CAREERS","BROOKLYN COMMUNITY DISTRICT 1","850 Grand St","BK",11211,-73.93899396,"40.71105254","High School - Public"
"921","SCHOOL FOR LEGAL STUDIES","BROOKLYN COMMUNITY DISTRICT 1","850 Grand St","BK",11211,-73.93899396,"40.71105254","High School - Public"
"922","HIGH SCHOOL-ENTERPRISE, BUS & TECH","BROOKLYN COMMUNITY DISTRICT 1","850 Grand St","BK",11211,-73.93899396,"40.71105254","High School - Public"
"923","BROOKLYN PREP HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 1","257 N 6 St","BK",11211,-73.95481504,"40.7155585","High School - Public"
"924","WILLAMSBURG HS-ARCH & DESIGN","BROOKLYN COMMUNITY DISTRICT 1","257 N 6 St","BK",11211,-73.95481504,"40.7155585","High School - Public"
"925","WILLIAMSBURG PREP SCHOOL","BROOKLYN COMMUNITY DISTRICT 1","257 N 6 St","BK",11211,-73.95481504,"40.7155585","High School - Public"
"926","LYONS COMMUNITY SCHOOL","BROOKLYN COMMUNITY DISTRICT 1","223 Graham Ave","BK",11206,-73.94446332,"40.70976252","Junior/Senior High School - Public"
"927","AUTOMOTIVE HIGH SCHOOL","BROOKLYN COMMUNITY DISTRICT 1","50 Bedford Ave","BK",11249,-73.95320909,"40.72169514","High School - Public"
"928","YOUNG WOMENS LEADERSHIP SCH-BROOKLY","BROOKLYN COMMUNITY DISTRICT 1","325 Bushwick Ave","BK",11206,-73.93876865,"40.70501394","Junior/Senior High School - Public"
"929","FRANCES PERKINS ACADEMY","BROOKLYN COMMUNITY DISTRICT 1","50 Bedford Ave","BK",11249,-73.95320909,"40.72169514","High School - Public"
"930","EL PUENTE ACAD FOR PEACE AND JUSTICE","BROOKLYN COMMUNITY DISTRICT 1","250 Hooper St","BK",11211,-73.95573073,"40.70552949","High School - Public"
